case_id,driver_gender,year_of_birth,driver_age,driver_race,violation_raw,violation,search_conducted,search_type,stop_outcome,is_arrested,stop_duration,drugs_related_stop,stopped_by,stop_date_and_time
825,Male,1981,26,Hispanic,Speeding,Speeding,Yes       ,Probable Cause,Protective Frisk,Citation,No,16-30 Min,No        ,104,Sep 19 2007 11:39PM
826,Female,1986,21,Black,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,105,Sep 20 2007  3:48AM
827,Female,1982,25,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Protective Frisk,Citation,No,30+ Min,No        ,106,Sep 20 2007  9:05PM
828,Male,1987,20,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,107,Sep 24 2007 11:24PM
829,Male,1988,19,Black,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,No Action,No,30+ Min,No        ,108,Sep 25 2007 12:52AM
830,Male,1970,37,White,Speeding,Speeding,Yes       ,Inventory,Citation,No,30+ Min,No        ,109,Sep 26 2007 11:41AM
831,Male,1970,37,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,100,Sep 26 2007 10:21PM
832,Male,1988,19,Black,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,101,Sep 29 2007  3:22PM
833,Male,1978,29,White,Speeding,Speeding,Yes       ,Protective Frisk,Citation,No,0-15 Min,No        ,102,Sep 30 2007  2:00AM
834,Male,1983,24,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Inventory,Citation,No,30+ Min,No        ,103,Oct  1 2007  6:30PM
835,Male,1987,20,Black,Registration Violation,Registration/plates,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,104,Oct  2 2007 12:35AM
836,Male,1987,20,Hispanic,Suspicious Person,Other,Yes       ,Incident to Arrest,No Action,No,30+ Min,No        ,105,Oct  5 2007 10:13AM
837,Male,1969,38,White,Equipment/Inspection Violation,Equipment,Yes       ,Protective Frisk,Citation,No,30+ Min,No        ,106,Oct  6 2007  1:42AM
838,Male,1984,23,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,107,Oct  7 2007  7:30AM
839,Male,1984,23,Black,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,108,Oct  8 2007 12:34AM
840,Female,1988,19,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,109,Oct  8 2007 12:40PM
841,Male,1983,24,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,100,Oct  9 2007  9:08PM
842,Male,1974,33,Hispanic,Speeding,Speeding,Yes       ,Reasonable Suspicion,Citation,No,0-15 Min,No        ,101,Oct 11 2007 10:19AM
843,Male,1980,27,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,102,Oct 13 2007  6:57PM
844,Female,1972,35,Black,Registration Violation,Registration/plates,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,103,Oct 14 2007 11:19AM
845,Male,1973,34,Hispanic,Speeding,Speeding,Yes       ,Protective Frisk,Citation,No,0-15 Min,No        ,104,Oct 14 2007  3:04PM
846,Male,1989,18,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,30+ Min,Yes       ,105,Oct 14 2007 11:59PM
847,Male,1967,40,White,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,106,Oct 15 2007 10:24AM
848,Male,1980,27,Black,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Inventory,Citation,No,0-15 Min,No        ,107,Oct 16 2007 10:56PM
849,Male,1988,19,Black,Speeding,Speeding,Yes       ,Protective Frisk,Citation,No,0-15 Min,No        ,108,Oct 17 2007 11:57AM
850,Male,1984,23,Hispanic,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Inventory,Citation,No,30+ Min,No        ,109,Oct 17 2007  1:55PM
851,Male,1987,20,Black,Speeding,Speeding,Yes       ,Reasonable Suspicion,Citation,No,30+ Min,No        ,100,Oct 19 2007  3:14PM
852,Male,1987,20,White,Speeding,Speeding,Yes       ,Protective Frisk,Citation,No,16-30 Min,No        ,101,Oct 20 2007  9:29AM
853,Male,1980,27,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Protective Frisk,No Action,No,16-30 Min,Yes       ,102,Oct 21 2007  3:37PM
854,Male,1987,20,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Inventory,No Action,No,30+ Min,No        ,103,Oct 23 2007 10:14AM
855,Male,1980,27,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,104,Oct 25 2007 10:37PM
856,Male,1958,49,White,Call for Service,Other,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,105,Oct 26 2007 10:45PM
857,Male,1973,34,Black,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,106,Oct 27 2007  6:56AM
858,Male,1984,23,White,Other Traffic Violation,Moving violation,Yes       ,Inventory,Citation,No,16-30 Min,Yes       ,107,Oct 30 2007 10:21PM
859,Male,1985,22,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,108,Nov  4 2007  3:09AM
860,Male,1963,44,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,Yes       ,109,Nov  5 2007  1:28PM
861,Male,1977,30,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,100,Nov  8 2007  2:05PM
862,Female,1967,40,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,No Action,No,16-30 Min,No        ,101,Nov 10 2007  9:26AM
863,Male,1977,30,Hispanic,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,102,Nov 10 2007 11:40PM
864,Male,1962,45,Black,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,103,Nov 12 2007  3:54PM
865,Male,1986,21,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,104,Nov 15 2007 11:21PM
866,Female,1975,32,Hispanic,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,105,Nov 16 2007 10:58AM
867,Male,1960,47,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Probable Cause,Arrest Driver,Yes,30+ Min,No        ,106,Nov 16 2007  8:59PM
868,Male,1985,22,White,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,107,Nov 17 2007  4:18PM
869,Male,1986,21,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,108,Nov 19 2007 12:20AM
870,Male,1984,23,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,109,Nov 21 2007 11:23PM
871,Male,1960,47,White,Other Traffic Violation,Moving violation,Yes       ,Protective Frisk,Citation,No,0-15 Min,No        ,100,Nov 23 2007  5:23PM
872,Female,1977,30,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,101,Nov 24 2007  4:48PM
873,Male,1967,40,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,102,Nov 24 2007  8:07PM
874,Female,1982,25,White,Call for Service,Other,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,103,Nov 25 2007  2:31AM
875,Male,1983,24,Black,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,30+ Min,No        ,104,Nov 27 2007 10:33AM
876,Male,1975,32,White,Equipment/Inspection Violation,Equipment,Yes       ,Reasonable Suspicion,Citation,No,16-30 Min,No        ,105,Nov 28 2007  2:05PM
877,Male,1978,29,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Inventory,Citation,No,16-30 Min,No        ,106,Nov 28 2007 10:20PM
878,Male,1968,39,White,Speeding,Speeding,Yes       ,Incident to Arrest,Inventory,Probable Cause,Arrest Driver,Yes,30+ Min,Yes       ,107,Nov 29 2007  8:50PM
879,Male,1985,22,White,Speeding,Speeding,Yes       ,Reasonable Suspicion,Citation,No,16-30 Min,No        ,108,Nov 30 2007 11:05PM
880,Male,1991,16,Black,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,30+ Min,Yes       ,109,Dec  1 2007 12:01AM
881,Male,1978,29,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,100,Dec  2 2007  1:34AM
882,Male,1978,29,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,101,Dec  3 2007  9:45AM
883,Male,1986,21,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,102,Dec  3 2007  7:28PM
884,Male,1982,25,Black,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,103,Dec  5 2007  2:52AM
885,Male,1960,47,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,104,Dec  5 2007  2:07PM
886,Female,1960,47,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,105,Dec  7 2007 11:29PM
887,Male,1988,19,White,Call for Service,Other,Yes       ,Probable Cause,Citation,No,30+ Min,No        ,106,Dec  9 2007 12:16AM
888,Female,1976,31,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,Yes       ,107,Dec  9 2007 10:18AM
889,Male,1976,31,White,Other Traffic Violation,Moving violation,Yes       ,Protective Frisk,Citation,No,16-30 Min,Yes       ,108,Dec 10 2007  3:45PM
890,Male,1988,19,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,109,Dec 12 2007 12:12PM
891,Male,1982,25,Hispanic,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,100,Dec 15 2007 10:47AM
892,Male,1983,24,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,101,Dec 21 2007  9:19AM
893,Male,1987,20,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,102,Dec 27 2007 10:41AM
894,Male,1986,21,Hispanic,Speeding,Speeding,Yes       ,Probable Cause,Arrest Driver,Yes,16-30 Min,Yes       ,103,Dec 27 2007  7:53PM
895,Male,1987,20,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,104,Dec 29 2007  5:04PM
896,Male,1989,18,Black,Speeding,Speeding,Yes       ,Protective Frisk,Reasonable Suspicion,Citation,No,16-30 Min,No        ,105,Dec 31 2007 12:31AM
897,Male,1984,23,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,106,Dec 31 2007 11:56PM
898,Female,1984,24,White,Other Traffic Violation,Moving violation,Yes       ,Protective Frisk,Citation,No,16-30 Min,No        ,107,Jan  1 2008 12:43AM
899,Male,1991,17,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,108,Jan  1 2008 12:45AM
900,Male,1964,44,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,109,Jan  1 2008  9:34AM
901,Male,1982,26,White,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,No Action,No,16-30 Min,No        ,100,Jan  5 2008 12:15PM
902,Male,1989,19,White,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Inventory,Citation,No,30+ Min,No        ,101,Jan  5 2008 12:20PM
903,Male,1984,24,White,Speeding,Speeding,Yes       ,Incident to Arrest,Protective Frisk,Citation,No,0-15 Min,No        ,102,Jan  5 2008 10:44PM
904,Male,1983,25,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,103,Jan  5 2008 11:04PM
905,Male,1987,21,Black,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Warning,No,16-30 Min,Yes       ,104,Jan  6 2008  1:24PM
906,Male,1977,31,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,105,Jan  6 2008  2:18PM
907,Male,1971,37,White,Other Traffic Violation,Moving violation,Yes       ,Protective Frisk,Citation,No,16-30 Min,No        ,106,Jan  7 2008 10:36AM
908,Male,1984,24,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,107,Jan 11 2008  1:38PM
909,Male,1986,22,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,108,Jan 13 2008  1:47AM
910,Male,1975,33,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,109,Jan 15 2008  8:56AM
911,Male,1973,35,Black,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,100,Jan 16 2008 12:12AM
912,Female,1986,22,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,101,Jan 16 2008  9:58AM
913,Female,1945,63,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,102,Jan 16 2008  3:00PM
914,Female,1956,52,White,Speeding,Speeding,Yes       ,Incident to Arrest,Inventory,Citation,No,30+ Min,No        ,103,Jan 16 2008  7:22PM
915,Male,1981,27,Hispanic,Speeding,Speeding,Yes       ,Reasonable Suspicion,Citation,No,16-30 Min,No        ,104,Jan 17 2008 12:29AM
916,Male,1955,53,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,30+ Min,No        ,105,Jan 18 2008  1:36PM
917,Male,1976,32,Black,Speeding,Speeding,Yes       ,Inventory,Arrest Driver,Yes,0-15 Min,No        ,106,Jan 18 2008  2:58PM
918,Male,1984,24,Hispanic,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,30+ Min,No        ,107,Jan 19 2008 11:10PM
919,Male,1986,22,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,108,Jan 20 2008  2:00AM
920,Female,1982,26,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,109,Jan 22 2008 11:58AM
921,Male,1982,26,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,100,Jan 24 2008 11:13PM
922,Male,1987,21,White,Suspicious Person,Other,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,Yes       ,101,Jan 26 2008  5:06PM
923,Male,1958,50,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,102,Jan 26 2008  7:30PM
924,Male,1987,21,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,103,Jan 27 2008  9:40AM
925,Male,1988,20,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,104,Jan 27 2008  7:58PM
926,Male,1963,45,White,Other Traffic Violation,Moving violation,Yes       ,Protective Frisk,Citation,No,0-15 Min,No        ,105,Jan 27 2008  8:36PM
927,Male,1961,47,White,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,106,Jan 28 2008  8:50PM
928,Male,1976,32,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,30+ Min,Yes       ,107,Jan 29 2008 12:28AM
929,Male,1987,21,Black,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,108,Jan 29 2008  3:14PM
930,Male,1984,24,White,Speeding,Speeding,Yes       ,Inventory,Arrest Driver,Yes,0-15 Min,No        ,109,Jan 30 2008 12:27AM
931,Male,1986,22,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Inventory,Citation,No,30+ Min,No        ,100,Jan 30 2008  7:55PM
932,Male,1957,51,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,No Action,No,16-30 Min,No        ,101,Jan 31 2008  2:40PM
933,Female,1963,45,White,Speeding,Speeding,Yes       ,Incident to Arrest,Probable Cause,Citation,No,30+ Min,Yes       ,102,Feb  4 2008 12:00AM
934,Male,1958,50,Asian,Other Traffic Violation,Moving violation,Yes       ,Inventory,Citation,No,16-30 Min,No        ,103,Feb  5 2008  8:10PM
935,Male,1986,22,Asian,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,104,Feb  6 2008 12:21PM
936,Female,1979,29,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,105,Feb  6 2008  6:30PM
937,Male,1964,44,White,Other Traffic Violation,Moving violation,Yes       ,Protective Frisk,Citation,No,0-15 Min,No        ,106,Feb  6 2008  6:58PM
938,Male,1982,26,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,107,Feb  8 2008  3:06PM
939,Male,1938,70,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,108,Feb  9 2008  1:42AM
940,Male,1973,35,White,Equipment/Inspection Violation,Equipment,Yes       ,Inventory,Arrest Driver,Yes,16-30 Min,No        ,109,Feb 14 2008 11:13AM
941,Male,1986,22,Hispanic,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Inventory,Probable Cause,No Action,No,16-30 Min,Yes       ,100,Feb 14 2008  8:39PM
942,Female,1989,19,White,Registration Violation,Registration/plates,Yes       ,Inventory,Citation,No,30+ Min,No        ,101,Feb 15 2008 12:45PM
943,Male,1988,20,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,0-15 Min,Yes       ,102,Feb 15 2008 10:42PM
944,Female,1989,19,Hispanic,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,103,Feb 16 2008  3:02PM
945,Male,1987,21,White,Call for Service,Other,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,104,Feb 17 2008  2:12AM
946,Male,1975,33,Black,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,105,Feb 17 2008 12:43PM
947,Male,1975,33,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,106,Feb 19 2008 11:23AM
948,Male,1980,28,White,Speeding,Speeding,Yes       ,Reasonable Suspicion,Citation,No,16-30 Min,No        ,107,Feb 22 2008  1:07PM
949,Male,1979,29,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,108,Feb 24 2008  5:44PM
950,Male,1967,41,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Warning,No,0-15 Min,No        ,109,Feb 26 2008 11:33PM
951,Male,1979,29,Hispanic,Speeding,Speeding,Yes       ,Probable Cause,Reasonable Suspicion,Citation,No,16-30 Min,Yes       ,100,Feb 28 2008  1:57AM
952,Male,1986,22,Hispanic,Speeding,Speeding,Yes       ,Inventory,Citation,No,30+ Min,No        ,101,Feb 29 2008  4:47PM
953,Male,1972,36,Black,Speeding,Speeding,Yes       ,Probable Cause,Reasonable Suspicion,Citation,No,30+ Min,No        ,102,Feb 29 2008  8:33PM
954,Male,1983,25,White,Special Detail/Directed Patrol,Other,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,16-30 Min,No        ,103,Feb 29 2008 11:07PM
955,Male,1978,30,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Probable Cause,Arrest Driver,Yes,30+ Min,Yes       ,104,Mar  1 2008  1:26AM
956,Male,1963,45,White,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,105,Mar  2 2008  9:52AM
